Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,head_state,same_state,age (2020),python_yn,java_yn,aws_yn,api_yn,job_simple,seniority,desc_len,Company
Solution Engineer,$48K-$103K (Glassdoor est.),"TouchSuite/Grubbrr is an emerging technology company that delivers ordering solutions for small to large companies across different hospitality verticals including QSR Restaurants, Fast-Casual Restaurants, Cafes, Bars, Food Trucks, Coffee Shops, Bakeries, Stadiums, Movie Theatres, and Golf Courses. Offerings include an all in one platform that contains self-service kiosks, point-of-sale systems, mobile ordering, online ordering, kitchen display systems, and other services intended to materially increase business efficiency.
As Grubbrr continues to acquire new businesses, we require a technical Solutions Engineer to oversee each product installation and integration to fruition. The ideal candidate has strong a technical background who can develop, configure and onboard our new clientele. In this role, a successful candidate will possess the technical specifications such as Java, Android and systems knowledge to achieve daily, weekly and monthly goals.
Responsibilities:
Develop, configure and optimize industrial processes from inception through to start up and onboarded
Designing, running, testing and upgrading systems and processes
Assist new clients in the implementation of technical systems, software, hardware and solutions
Develop best practices, routines and innovative solutions to improve production rates and quality of output
Perform process simulations
Manage cost and time constraints
Perform risk assessments
Provide process documentation and operating instructions
Evaluate client needs, develop plans and execute sales presentations
Troubleshoot and test final systems in place for each client
Apply industry and product knowledge to optimize system configurations and product upgrades
Provide technical support to the client as needed throughout pilot program
Other duties as assigned by management
Required Skills and Minimum Qualifications:
3+ years in a technical environment and/or solutions implementation position
Java and Android knowledge/familiarity required
Proven experience in process engineering
Analytical thinker with interpersonal skills a plus
Who We Need:
Outstanding technical abilities and knowledge
Solid organizational and time management skills
A self-starter
A goal-oriented professional who is self-confident, energetic, and possesses a superb work ethic
Ability to thrive in a fast-paced environment
Ability to learn quickly new concepts and activities",3.8,"TouchSuite
","Boca Raton, FL","Boca Raton, FL",51 to 200 employees,2004,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,2,48,103,75.5, FL, FL,1,16,0,1,0,0,others,na,2411,TouchSuite
Embedded Software Engineer,$48K-$103K (Glassdoor est.),"Position

The Embedded Software Engineer will act as the principal for the firmware component of a hardware design. They will work in unison with the hardware design team to create firmware and test system functionality. This is a challenging long term project that covers all aspects of what you can do with a microcontroller, this is not for an inexperienced firmware developer to learn how things work.


Required proficient Skills:

-Expert knowledge of embedded software and firmware development, including C and C++.
-Ability to read schematics and debug digital hardware using oscilloscope, logic analyzer, or similar tools for troubleshooting.
-Expert knowledge integrating software and hardware using embedded data bus protocols, UART,SPI,I2C for Microchip PIC controller
-Experience parsing and assembling of packets for use over the serial data ports on a system that has no RToS. examples: assembling UDP packets, decoding GPS NMEA data strings, etc
-Proficiency with Ethernet TCP/IP network communication
-Expert level experience with Microchip embedded tools
-Must be able to learn a large amount of material in a short amount of time


Qualifications

Bachelor of Science in Computer Science, Computer Engineering, Electrical Engineering discipline along with 5+ years of relevant experience and/or the equivalent combination.

Demonstrated subject matter experience.

Candidates must be eligible to work in the United States.
*Note: We are not able to sponsor or transfer any visas at this time.",-1.0,SareKon Inc,"Rochester, NY","Spencerport, NY",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,48,103,75.5, NY, NY,1,-1,0,0,0,0,software,na,1511,SareKon Inc
Senior Software Engineer,$48K-$103K (Glassdoor est.),"Kingfisher Systems, Inc. specializes in providing a full range of Information Technology, Cybersecurity, Intelligence, and support services to the U.S. Government. Kingfisher Systems core competency is technology-enabled services, with a specific focus on national security. Since 2005, Kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our Federal customers and warfighters.

Location:New Orleans, LA

Responsibilities:

Kingfisher Systems, Inc. is seeking a Senior Software Engineer in the New Orleans, LA area to support an upcoming contract to provide comprehensive operational and maintenance support to three Marine Forces Reserve (MARFORRES) web based application systems:1) Memorandum Fiscal Services (MFS); 2) Training, Exercise and Employment Program, Transportation of people, and transportation of things (T3); and MFR Manpower. The successful candidate should be familiar with T-SQL DB and ASP.NET Web Forms in VB to work within the MFS program.

The successful candidate will have the following.
Experience with Risk Management Framework (RMF) accreditation process.
Experience with Enterprise application management.
Experience with Software development change management.
Experience with Microsoft 70-461 test querying MS SQL Server 2012/2014.
Experience working with classified networks.
Skills Requirements:
Provide guidance and oversight of subordinate personnel.
Manage software development and test effort.
Apply process improvement, reengineering methodologies, and internet-related methodologies and principles to conduct process modernization projects incorporating best practices and preparing/delivering milestone status reports as part of the quality assurance measurable.
Provide support to develop Web based applications including complex queries and stored procedures to transform government agencies to be able to deliver their services on line. Provide support in developing the site concept, interface design, and architecture of the website. Provide support for the implementation of interfaces to applications.
Build and deploy end user reporting requirements by establishing report definitions, permissions to include ADHOC reporting to satisfy time-sensitive data calls.
Build and maintain data integration packages to accommodate external data sources to include scheduling of data transfer along with preparation of the supporting Interface Connection Agreement (ICA) documentation.
Evaluate, recommend, and implement automated test tools and strategies as well as manage test environment account permissions.
Coordinate and test Electronic Data Interchanges with DISA for modifications and new implementation initiatives.
Prepare required documentation to include technical documents, functional descriptions, system specifications, guidelines, instructional material, security requirements, user manuals, configuration documents, and operational procedure manuals in support of routine development and in maintaining the systems Authority to Operate (ATO).
Provide support as required outside the scope of the traditional system development life cycle such as: preparing records for destruction in accordance with record management policy, executing the Continuity of Operations Plan (COOP), and assist in Knowledge Management strategies.A full list of responsibilities will be provided to qualified candidates.
Years of Experience: 10+

Certification Requirement:8570 IAT II Certification - Security +, Microsoft 70-461 test querying MS SQL Server 2012/2014

Minimum Clearance Requirement:Active DOD SECRET level clearance

Exclusive list of Performance Tasks, Position overview and deliverables will be provided to minimal qualified candidates during the interview phase.

Kingfisher Systems, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.",4.5,"Kingfisher Systems
","New Orleans, LA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),0,48,103,75.5, LA, VA,0,15,0,0,0,0,software,senior,4120,Kingfisher Systems
Software Engineer II,$48K-$103K (Glassdoor est.),"Software Engineer II

This Software Engineer II level position will be responsible for both back-end and front-end development in Java/J2EE related technologies. The candidate should be equally proficient in both back-end technologies as well as the front-end technologies. The candidate will be a part of the core product development team at Kryterion. The responsibilities include low level design, development, unit testing and code reviews, among other things. The candidate, on a day-to-day basis, will be interacting closely with the rest of the product development team, DevOps, Operations and the QA team as part of the scrum team working together. The candidate will work closely with the product architect to understand the product requirements, before being involved in the design and development of any feature regarding the front-end or the back-end development.

DUTIES & RESPONSIBILITIES:

· Work with the rest of the product development team on low level design, development, unit testing by following the Kryterion established standard processes for development and by using the development & work management tools used at Kryterion.

· Work closely with the manual and automation testing team members to properly identify the scope of different features and helping the QA team to identify ways and means of testing the feature or an issue thoroughly.

· If needed, will pair up with a QA resource and test the feature or issue as part of regular sprints.

· Work with the architect in understanding the change, whether it’s a feature or an enhancement before getting down to the low-level design and implementation.

· Be able to understand how to work with tools like JIRA, GITLAB, Ansible, Jenkins and Confluence, which are used as part of day-to-day work.

· Be a part of the scrum team; working closely within the confines of Agile methodology to accomplish the day-to-day tasks.

· Be able to contribute on small or big features or enhancements that come as part of business product backlog or as part of the technical debt identified for the improvement of the core product.

· Be an active part of the DevOps initiative we are trying to adopt within the group, thereby not just involved in the development aspect, but also to play a role with building and deploying the artifacts in non-prod environment by closely working with the DevOps and Operations team.

· Be proficient at the database concepts and very comfortable at creating and running simple to complex SQL that will help in any regular problem solving or even the development effort that may need a change to the Database schema as needed.

DESIRED SKILLS & EXPERIENCE

Education:

- BS/MS degree in Computer Science, Engineering, or related field

Experience:

- 3 to 6 years of experience with Java and Web based technologies with real time experience in the software projects’ implementation.

- Proficient in Java, Spring Framework, Spring boot, Spring security, Spring MVC, CSS libraries such as Bootstrap.

- Good knowledge on JavaScript & jQuery. Experience with modern UI frameworks like Angular or Vue.js is a plus.

- Experience in using ORM tools like Hibernate or Open JPA

- Well versed with test driven development methodology. Be able to pair up with QA team member as part of regular development and testing process during Sprints.

- Strong experience working in an agile development environment.

- Expertise in relational databases (MySQL or MariaDB) with the ability to write any type of queries as part of problem solving and troubleshooting.

Special Skills:

· Knowledge of cloud hosting environment like AWS is a plus.

· Thorough knowledge of software development processes.

· Knowledge of continuous integration and continuous deployment principles

· Very strong analytical and problem-solving skills

· Good written and verbal communication",3.0,"Kryterion Inc
","Phoenix, AZ","Phoenix, AZ",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),3,48,103,75.5, AZ, AZ,1,19,0,1,1,0,software,na,3858,Kryterion Inc
Software Engineer,$48K-$103K (Glassdoor est.),"Overview


With over 10,000 online merchants launching subscriptions and over 1,000,000 subscribers powered by ReCharge, we have a lot of store owners to support. Our mission to make repeat orders easier began five years ago as a bootstrapped startup and today we're at the forefront of recurring billing software with over 175 remote-first employees around the globe processing hundreds of millions of dollars in sales every month.

We're looking for a Software Engineer to join our feature team and collaborate on a critical part of the platform by delivering world class features to our end users. This team is responsible for developing end user customer experiences, making sure they function as designed, and are delivered on time.

Our stack includes: Python, Flask, Jinja, ES6, Vue.js, Sass, Webpack, Redis, Docker, GCP, Terraform, Ansible, Memcached, Nginx, Snowflake, Looker, Matillion

What You'll Do
Live by and champion our values: #ownership, #empathy, #simple-solutions.
Write Python code focused on scalability, testability, supportability and maintainability.
Implement new technologies to solve ReCharge's technical challenges as they arise.
Champion good habits (development techniques, security, tech debt balance, TDD, and agile habits) within your team; improve engineering standards, tooling, and processes.
Debug production issues across multiple levels of the stack.
Find and address performance issues throughout the application.
Perform thorough code reviews and troubleshoot complex issues.
Work with engineering and product managers to understand roadmap priorities.
What You'll Bring
Typically, 5+ years of relevant development experience in fast paced environments
Experienced in of one of the following languages: Python (preferred), Node.js, Ruby, Java, Go
Experience with Cloud Platforms such as GCP, AWS, or Azure
Experience with Docker, auto-scaling, serverless infrastructure
A knack for engineering simple solutions to solve complex problems
Self motivated with a passion for taking ownership of your work and delivering outcomes
Excellent communication skills, a team player with a 'winning as a team' attitude
Ability to work remote-first in a rapidly scaling organization
Bachelor's degree or equivalent experience
ReCharge Payments is an equal opportunity employer. In addition to EEO being the law, it is a policy that is fully consistent with our principles. All qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age. ReCharge Payments prohibits any form of workplace harassment.",4.4,"ReCharge Payments
","Phoenix, AZ","Santa Monica, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,48,103,75.5, AZ, CA,0,5,1,1,1,1,software,na,2779,ReCharge Payments
Software Engineer,$42K-$91K (Glassdoor est.),"We are AAM. We have the POWER to move the world.

At AAM, we're looking for associates who push boundaries and drive solutions for the future. Innovators. Thinkers. Dreamers. Doers. No matter the role or function, every associate is a piece of what makes AAM great. Were growing and building #TeamAAM to be the best. Join us!

Job Posting Title

Software Engineer

Job Description Summary

Job Description Summary
Join the rapidly growing team of motivated software engineers designing, developing, and testing embedded software for driveline systems. Work in a team environment to develop platform and application software used across a diverse portfolio of driveline products. Projects are highly complex and original, requiring strategic direction, cross-disciplinary integration, and ingenuity of approach.

Job Description
Responsible for design, development and testing of software components
Develop and configure AUTOSAR components
Create detailed designs to link the software implementation to the requirements
Develop software code in C to implement the software design
Conduct unit and integration tests to validate the software implementation
Support issue analysis and corrective action definitions
Develop software in an ASPICE compliant process
Required Skills and Education
Bachelor Degree in relevant engineering field
2+ years in automotive embedded software development
Ability to travel up to 10% of the year
Excellent C/C++ programming experience
Experience with AUTOSAR components and configuration tools
Experience with vehicle communication (CAN, CAN FD, Flex Ray) and diagnostic protocols
Familiar with developing flashable boot loaders
Familiar with Lauterbach debugging tools
Exposure to model based development and auto-code generation of embedded software using Simulink/Stateflow
Familiarity with developing in an ASPICE environment
Familiarity with ISO26262
Excellent Organizational skills
Excellent verbal and written communication in English
Strong analytical skills
About American Axle & Manufacturing

For over 20 years, customers around the world have entrusted AAM to design, engineer, validate and manufacture driveline and metal forming technologies for automotive, commercial and industrial markets. Today, we are a premier global Tier 1 automotive supplier with broad capabilities across multiple product lines to deliver efficient, powerful and innovative solutions for our customers. Weve earned the trust of our suppliers and our customers through our steadfast commitments to quality, operational excellence and technology leadership.

AAM delivers power. We deliver power literally through vehicle components, systems and innovation, but we also deliver power in ways unseen. We power our associates, their families, and the communities in which we operate. Our global team of over 21,000 associates has a clear vision of where AAM is going and how we are going to get there. After all, they are the reason we are a leader in the automotive industry. We are powering the future. We are AAM. Move with us, and join #TeamAAM.

AAM will not discriminate against any Associate or applicant for employment because of age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. AAM will take affirmative action to ensure that applicants are employed, and that Associates are treated equally during employment, without regard to their age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. For the Disabled Job Seeker: We offer reasonable accommodations for qualified disabled individuals who are applicants for employment. To request assistance or accommodations, please e-mail aamhr@aam.com . AAM is an equal opportunity/affirmative action employer.

Unsolicited Resumes from Third-Party Recruiters

Please note that as per AAM policy, we do not accept unsolicited resumes from third-party recruiters unless such recruiters were engaged to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that AAM will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity.",3.3,"American Axle & Manufacturing
","Detroit, MI","Detroit, MI",10000+ employees,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),0,42,91,66.5, MI, MI,1,26,0,0,0,1,software,na,4557,American Axle & Manufacturing
Senior Software Development Engineer,$42K-$91K (Glassdoor est.),"Join our team and experience Workday!

It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

Job Description

Are you passionate about designing and building large scale distributed systems? Do you believe that Cloud is the future for business applications? Does leading edge technology rock your world? Are you curious about distributed transaction processing, in-memory object graphs, large scale MVCC, resource fairness, adaptive caching and interested in developing compute frameworks that scale to the biggest enterprises in the world?

What you have:
Passionate about software development.
Must have a disciplined, methodical, minimalist approach to designing and constructing layered software components that can be embedded within larger frameworks or applications that run in the cloud.
7+ years experience in Object Oriented Design and Programming, fluent in Java, proficient in applying common design patterns, good grasp of distributed systems and ability to communicate design ideas effectively.
Expertise in dealing with horizontal scale, high availability, concurrency, profiling, deployment, upgrade/migration, production support and other SaaS enterprise software issues.
Proficient in major development tools and processes, such as source control, requirement spec, design and design review, unit test, system test, performance test, etc.
Proven ability to take leadership role in projects that span multiple teams, ability to deliver on time working in a fast paced agile environment, ability to work with product managers to clarify and prune requirements, strong verbal and written communication.
BS in Computer Science or related fields with 7+ years of experience (or) MS in Computer Science with 5+ years of experience.
What you'll do:
Work with Product Management to analyze the market place, competition and technology trends. Collaborate with management to prioritize and set direction of overall development efforts. Gather all requirements to formulate appropriate architecture required to provide system functionality ensuring high performance and strong user experience.
Support the release planning by understanding the details (effort, risk, priority) of the planned features. Develop estimates and task dependencies. Support the management in coordinating actions with extended product teams including tools development, application development, product management, QA, service/consulting, customer/production support, documentation/training and sales demo.
Collaborate with peers on technical design, work estimation and implementation of product features.
Keep on top of task and bug management system for assigned issues each sprint as well as estimating and assessing priority.
Perform peer code reviews as part of everyday workflow.
Contribute ideas for continually improving the team’s productivity, job enjoyment, and code quality.
Research new technology and development tools in our space to remain abreast of current and emerging technology. Propose and execute on mini-research/prototype projects that introduce an innovative solution to new or existing problem.
Be an evangelist of our technologies and products. Communicate cross multiple teams to show case new features and functionalities.
Actively mentor junior developers to develop their technical expertise
*LI-DR5",4.0,"Workday
","Pleasanton, CA","Pleasanton, CA",10000+ employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),3,42,91,66.5, CA, CA,1,15,0,1,0,0,software,senior,3641,Workday
"Software Engineer, Full Stack - Card Technology",$42K-$91K (Glassdoor est.),"West Creek 8 (12080), United States of America, Richmond, Virginia

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Software Engineer, Full Stack - Card Technology
Were Capital One. Yep, the Whats in your wallet? people. But we are oh so much more than that. Did you know were a full service bank? Checking accounts, savings accounts, mortgages, and car loans. We could tell you more, but youre going to check out our web site anyway, right?
Capital One has a history of disrupting, and we are doing it again. Were experimenting, innovating, and delivering really cool stuff to 65 million customers. We love to be curious, to dream, to ask, What if? Oh, and we love to write code.

Your commitment to learn new things is every bit as important to us as what you have already done. Maybe even more so because we dont want to be doing the same thing tomorrow that were doing today. You accept change, want to grow, and evolve into a better member of the team.

What will you work on as a Capital One Software Engineer? Buzz buzz buzz. Customer-facing web and mobile applications, to highly-available, highly-scalable micro-services, to back-end systems with sophisticated data pipelines. All on the cloud!

You will drive design, implementation, testing, release (buzz buzz DevOps) in an Agile environment, using modern methodologies, and open source tools. Whether a new feature or a bug fix, you will lead your work and deliver the most elegant and scalable solutions, all while learning and growing your skills. Most importantly, youll work and collaborate with a nimble, autonomous, cross-functional team of makers, breakers, doers, and disruptors who, love to solve real problems and meet real customer needs.

The person we're looking for:
got a wee bit excited about what they read above
has a sense of intellectual curiosity and an addiction to learning
is self-driven, actively looks for ways to contribute, and knows how to get things done
is deliriously customer-focused
values data and truth over ego
has a strong sense of engineering craftsmanship, takes pride in the code they write
believes that good software development includes good testing, documentation, and collaboration
has good communication and reasoning skills, including the ability to make a strong case for technology choices
What the search engines are looking for to help you find this job, as well as the type of environment, technologies, and languages that we work in:
Agile, DevOps, AWS (Amazon Web Services), Docker, micro services, Go, Java, Scala, Clojure, C#
Basic Qualifications:
Bachelors degree
At least 3 years of experience in software development
At this time, Capital One will not sponsor a new applicant for employment authorization for this position.",3.8,"Capital One
","Richmond, VA","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),3,42,91,66.5, VA, VA,1,26,0,1,1,1,software,na,3602,Capital One
Perception Engineer,$42K-$91K (Glassdoor est.),"Kodiak Robotics is not just a software company, we are developing autonomous technology for long-haul trucking. Our team is highly experienced and comes from the leading technology companies in the space.

We are looking for a highly skilled perception engineer to join us and solve real-world robotics problems.
In this role, you will:
Be responsible for designing perception algorithms and implementing them in robust, efficient, and well-tested C++ code.
Solve real-world perception challenges such as lane detection, object detection and classification, tracking, sensor fusion, localization, mapping, or sensor calibration.
Integrate both novel and well-established techniques such as deep neural networks, decision trees, Kalman and particle filters, or point cloud processing on camera, laser, radar, and ultrasound data.
Collaborate closely with other experts on the team, including the planning and systems engineering team.
Qualifications:
Strong technical background. BS, MS or PhD with 2+ years of academic or industry experience in designing and implementing perception algorithms. You are a skilled software engineer with experience in C++ and strong problem-solving skills. You are passionate about solving real-world robotics problems, and you have ideally worked on autonomous robots before. Prior knowledge of working with deep neural networks is a strong plus.
A team player. You take ownership and work with the team to deliver exceptional results. You are interested in the performance of the entire system across engineering disciplines.
Ability to build and iterate quickly. You enjoy working fast and smart, and you are comfortable in the earlier stages of developing an algorithm from scratch.
Hands on. You dig deep into important details such as the sensor driver if it improves the overall system. You like working with production machine learning pipelines, from dataset collection and labeling to training and validation.
Great communicator. You have experience writing clear, concise, and detailed documentation.
Benefits:
A place with big goals that we trust we can achieve.
A fast paced environment where we work with talented, committed and supportive teammates.
Equity and competitive pay. Every employee is a stakeholder in Kodiak’s success.
Excellent medical, dental and vision benefits.
Flexible PTO and generous parental leave policies.
A beautiful facility in Mountain View.
We love our dogs, so we are a dog friendly office!
At Kodiak, we strive to build a diverse community working towards our common company goals in a safe and collaborative environment where harassment of any kind is strictly prohibited. Kodiak is committed to equal opportunity employment regardless of race, ethnicity, religion, gender identity, sexual orientation, age, disability, or veteran status, or any other basis protected by applicable law.",4.9,"Kodiak Robotics
","Mountain View, CA","Mountain View, CA",51 to 200 employees,2018,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,42,91,66.5, CA, CA,1,2,0,0,0,0,others,na,2863,Kodiak Robotics
Systems Software Engineer at Vertica,$42K-$91K (Glassdoor est.),"Systems Software Engineer at Vertica

Job Description:

About your role

Youll be part of the team that enables the database to scale larger without compromising on consistency. The ability to scale-out the database can lead to higher query throughput and faster single query performance.

You will help design and implement innovative features to efficiently maintain consistency even in the face of frequent updates made to a database that is comprised of very many nodes. To accomplish this, youll leverage your knowledge of distributed systems, networking, and systems level programming.

Its an exciting time to join the team. The amount of data stored and analyzed is growing fast, as is the number of transactions and queries processed per second. In response our engineers are constantly thinking of new ways to scale larger.

Required skills
C/C++ or Java
Proficient with multi-threaded applications
Customer focused with the ability to work in a cross-functional team with QA, documentation and others
Advanced knowledge of algorithms and data structures
Excellent communication
Desired skills
Distributed systems
Database internals
Willingness and ability to mentor interns and junior team members
SQL
About our team

The best ideas often come from fresh perspectives. At Vertica, our open-minded, diverse and inclusive team is always learning from each other. We approach intellectually challenging work with a ""get it done"" attitude. Vertica Engineers are given significant latitude and support to pursue what they are passionate about to make Vertica an even better place. If you are excited about building great technology with a proactive team, you will find yourself in good company at Vertica. Welcome to the family.

About our product

Vertica is a recognized leader in analytics powering some of the worlds most data driven organizations like Uber, Wayfair, Intuit, Cerner, and more. Our columnar, MPP, distributed database delivers unprecedented speed, petabyte scale, with analytics and machine learning functions built into the core.

We believe the future belongs to the fast. Join us for the ride!

Job:

Engineering

Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",3.1,"Micro Focus
","Cambridge, MA","Newbury, United Kingdom",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),2,42,91,66.5, MA, United Kingdom,0,44,0,1,0,0,software,na,2474,Micro Focus
Software Engineering Manager,$42K-$91K (Glassdoor est.),"Duties: Software deployment and systems architect
Requirements:
Experience
5 years career experience
2-3 years of experience managing development - team preferred

Education
Bachelor’s of Computer Science

Skills
Must be self-motivated and self-directed
Must be able to perform all duties of the job including research, design, software implementation, team management, and systems deployment without assistance from supervisors.
Must be able to understand the big picture as well as the details related to applications
Expert in enterprise systems deployment, and management, as well as common industry and professional practices regarding enterprise systems
Must be able to communicate well with both developers and management, and take a leadership role in the engineering organization
Must be able to write effective documentation for both end users and management

Technologies
Javascript, PHP, HTML
Network architectures and management
TCP, HTTP
Database systems, SQL
Windows / Linux OS internals
Virtualized cloud environments
Enterprise systems deployment and management processes and tools
Systems security requirements, processes, and practices
Automated software testing tools and practices",5.0,"Attainment Company
","Verona, WI","Verona, WI",1 to 50 employees,-1,Company - Private,Publishing,Media,$1 to $5 million (USD),0,42,91,66.5, WI, WI,1,-1,0,1,0,0,software,na,1201,Attainment Company
Software Engineer 2,$42K-$91K (Glassdoor est.),"Company Overview


Dematic is an intralogistics innovator that designs, builds and supports intelligent, automated solutions for manufacturing, warehouse and distribution environments for customers that are powering the future of commerce. With engineering centers, manufacturing facilities and service centers located in more than 25 countries, Dematic’s global network of 8,000 employees have helped achieve more than 6,000 worldwide customer installations for some of the world’s leading brands. Headquartered in Atlanta, Dematic is a member of KION Group, a global leader in industrial trucks, supply chain solutions and related services, and a leading provider of warehouse automation.

The Role


Do you have a passion for software engineering and customer service support? We are seeking an enthusiastic and highly motivated software engineer (not specifically coding, rather show genuine and high integrity for their customers and supporting them). This role would provide remote, second level customer support. The incumbent will work closely with customers, first level technicians in the Customer Support area, and software project and technical support engineers to resolve customer issues. The incumbent may participate in emergency situations requiring on-site support. We need someone to answer calls and create a sound problem statement by asking a lot of questions. This person will be a self-starter, and they will seek out resources. Ideal candidate will possess knowledge of multiple programming languages, operating systems, databases, and networking. Other duties may include:
Assisting project and technical engineers in integration of new systems.
Assisting technical and development personnel in application quality testing.
Working on site to install, commission, and test installation of material handling solutions.
Providing specified technical support to customers on-site, when assigned. Requirements:
Bachelor's degree in Computer Science, or equivalent experience.
Strong written and verbal communication skills.
Material Handling background is a plus, but not required
Strong problem solving skills.
Strong background in MS SQL Database – addressing performance related symptoms
Strong understanding of Windows operating systems.
The ability to troubleshoot server hardware, Ethernet networks and other peripherals such as printers.
Willingness to travel approximately 20% of the time.
Ability to participate in an on call rotation during non-business hours.
Review Sales and Estimating Functional Specifications documentation.
Experience with Java, MySQL, Linux, Networking
Database Administration Skills
Comfortable working independently

Participates in complex design, maintenance, enhancement, testing, implementation, and support of software. Supports the development of software test requirements for semi-complex modules under development, may execute complex test specifications. Participates in providing estimates for semi-complex modules under development, and may estimate own work. Supports the reviewing of complex customer’s standards specification and other documentation to determine software engineering requirements. Participates in presentations of complex technical findings and developments. Provides support with the software quality process through the execution of complex module, subsystem and system test procedures.
What We Are Looking For


Education:

BIS, CIS, or IT degree preferred.

Knowledge and Experience:Demonstrates a good grasp of knowledge and principles of field of specialization and applies through successful completion of assignments. Successfully applies knowledge of fundamental concepts, practices, and procedures of particular area of specialization. Typically 3+ years of successful experience in related field and successful demonstration Responsibilities presented above. Advanced degree MAY be substituted for experience, where applicable.

Strong communicator, capable of working cross-functionally in a highly matrix organization.",3.8,"Dematic
","Austin, TX","Atlanta, GA",5001 to 10000 employees,1819,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable,3,42,91,66.5, TX, GA,0,201,0,1,0,0,software,na,4021,Dematic
